4.62232000E+02	3.62135600E+03
4.62132000E+02	3.57780600E+03
4.62032000E+02	3.59790600E+03
4.61932000E+02	3.58115600E+03
4.61832000E+02	3.50913000E+03
4.61732000E+02	3.50745500E+03
4.61632000E+02	3.46893000E+03
4.61532000E+02	3.41700500E+03
4.61432000E+02	3.51750500E+03
4.61332000E+02	3.51583000E+03
4.61232000E+02	3.50745500E+03
4.61132000E+02	3.59288100E+03
4.61032000E+02	3.50913000E+03
4.60932000E+02	3.42873000E+03
4.60832000E+02	3.48903000E+03
4.60732000E+02	3.43040500E+03
4.60632000E+02	3.47395500E+03
4.60532000E+02	3.46725500E+03
4.60432000E+02	3.56943100E+03
4.60332000E+02	3.59288100E+03
4.60232000E+02	3.51080500E+03
4.60132000E+02	3.53593000E+03
4.60032000E+02	3.55435600E+03
4.59932000E+02	3.66323100E+03
4.59832000E+02	3.88265600E+03
4.59732000E+02	4.11883100E+03
4.59632000E+02	4.44545700E+03
4.59532000E+02	4.72685700E+03
4.59432000E+02	5.21260800E+03
4.59332000E+02	5.92615900E+03
4.59232000E+02	6.57438500E+03
4.59132000E+02	7.20753600E+03
4.59032000E+02	7.76028700E+03
4.58932000E+02	8.33313800E+03
4.58832000E+02	8.77366400E+03
4.58732000E+02	9.08856400E+03
4.58632000E+02	9.48051500E+03
4.58532000E+02	9.47549000E+03
4.58432000E+02	9.15388900E+03
4.58332000E+02	9.01486400E+03
4.58232000E+02	8.50398800E+03
4.58132000E+02	7.93616200E+03
4.58032000E+02	7.54923700E+03
4.57932000E+02	6.95628600E+03
4.57832000E+02	6.65981000E+03
4.57732000E+02	6.24943500E+03
4.57632000E+02	5.91275900E+03
4.57532000E+02	5.36503300E+03
4.57432000E+02	4.99988300E+03
4.57332000E+02	4.76035700E+03
4.57232000E+02	4.58783200E+03
4.57132000E+02	4.29638200E+03
4.57032000E+02	4.15735600E+03
4.56932000E+02	3.85083100E+03
4.56832000E+02	3.63308100E+03
4.56732000E+02	3.65653100E+03
4.56632000E+02	3.56440600E+03
4.56532000E+02	3.35000500E+03
4.56432000E+02	3.24950500E+03
4.56332000E+02	3.21935500E+03
4.56232000E+02	3.21935500E+03
4.56132000E+02	3.14398000E+03
4.56032000E+02	3.14733000E+03
4.55932000E+02	3.12220500E+03
4.55832000E+02	3.05353000E+03
4.55732000E+02	3.06860500E+03
4.55632000E+02	3.01165500E+03
4.55532000E+02	3.00663000E+03
4.55432000E+02	3.17748000E+03
4.55332000E+02	3.12388000E+03
4.55232000E+02	3.07865500E+03
4.55132000E+02	3.03845500E+03
4.55032000E+02	2.93628000E+03
4.54932000E+02	3.06525500E+03
4.54832000E+02	3.11048000E+03
4.54732000E+02	2.98653000E+03
4.54632000E+02	2.96140500E+03
4.54532000E+02	2.78385400E+03
4.54432000E+02	2.71852900E+03
4.54332000E+02	2.44215400E+03
4.54232000E+02	2.36845400E+03
4.54132000E+02	2.11217800E+03
4.54032000E+02	2.00497800E+03
4.53932000E+02	1.84082800E+03
4.53832000E+02	1.85757800E+03
4.53732000E+02	1.83915300E+03
4.53632000E+02	1.71687800E+03
4.53532000E+02	1.70012800E+03
4.53432000E+02	1.64317800E+03
4.53332000E+02	1.70180300E+03
4.53232000E+02	1.57952700E+03
4.53132000E+02	1.49912700E+03
4.53032000E+02	1.57785200E+03
4.52932000E+02	1.60297700E+03
4.52832000E+02	1.53765200E+03
4.52732000E+02	1.60130200E+03
4.52632000E+02	1.57450200E+03
4.52532000E+02	1.54602700E+03
4.52432000E+02	1.58622700E+03
4.52332000E+02	1.52090200E+03
4.52232000E+02	1.53430200E+03
4.52132000E+02	1.58120200E+03
4.52032000E+02	1.48572700E+03
4.51932000E+02	1.49075200E+03
4.51832000E+02	1.48070200E+03
4.51732000E+02	1.51755200E+03
4.51632000E+02	1.53932700E+03
4.51532000E+02	1.45390200E+03
4.51432000E+02	1.51252700E+03
4.51332000E+02	1.50415200E+03
4.51232000E+02	1.43882700E+03
4.51132000E+02	1.52760200E+03
4.51032000E+02	1.46730200E+03
4.50932000E+02	1.48405200E+03
4.50832000E+02	1.56612700E+03
4.50732000E+02	1.49242700E+03
4.50632000E+02	1.44050200E+03
4.50532000E+02	1.54435200E+03
4.50432000E+02	1.43547700E+03
4.50332000E+02	1.46060200E+03
4.50232000E+02	1.47065200E+03
4.50132000E+02	1.50247700E+03
4.50032000E+02	1.54602700E+03
4.49932000E+02	1.47065200E+03
4.49832000E+02	1.51252700E+03
4.49732000E+02	1.45222700E+03
4.49632000E+02	1.46395200E+03
4.49532000E+02	1.50582700E+03
4.49432000E+02	1.45390200E+03
4.49332000E+02	1.50247700E+03
4.49232000E+02	1.46227700E+03
4.49132000E+02	1.45892700E+03
4.49032000E+02	1.43715200E+03
4.48932000E+02	1.45557700E+03
4.48832000E+02	1.38857700E+03
4.48732000E+02	1.45557700E+03
4.48632000E+02	1.50750200E+03
4.48532000E+02	1.50080200E+03
