4.68532000E+02	3.19590500E+03
4.68432000E+02	3.25788000E+03
4.68332000E+02	3.25620500E+03
4.68232000E+02	3.17413000E+03
4.68132000E+02	3.36005500E+03
4.68032000E+02	3.25955500E+03
4.67932000E+02	3.12388000E+03
4.67832000E+02	3.25620500E+03
4.67732000E+02	3.22605500E+03
4.67632000E+02	3.17915500E+03
4.67532000E+02	3.10545500E+03
4.67432000E+02	3.12220500E+03
4.67332000E+02	3.13225500E+03
4.67232000E+02	3.11718000E+03
4.67132000E+02	3.13560500E+03
4.67032000E+02	3.13895500E+03
4.66932000E+02	3.17245500E+03
4.66832000E+02	3.15905500E+03
4.66732000E+02	3.32990500E+03
4.66632000E+02	3.32320500E+03
4.66532000E+02	3.23443000E+03
4.66432000E+02	3.26625500E+03
4.66332000E+02	3.30813000E+03
4.66232000E+02	3.47898000E+03
4.66132000E+02	3.56273100E+03
4.66032000E+02	3.57613100E+03
4.65932000E+02	3.61465600E+03
4.65832000E+02	3.62973100E+03
4.65732000E+02	3.82068100E+03
4.65632000E+02	3.89270600E+03
4.65532000E+02	3.97645600E+03
4.65432000E+02	3.97143100E+03
4.65332000E+02	4.18918100E+03
4.65232000E+02	4.30810700E+03
4.65132000E+02	4.45048200E+03
4.65032000E+02	4.62635700E+03
4.64932000E+02	4.83070700E+03
4.64832000E+02	4.99485800E+03
4.64732000E+02	5.00658300E+03
4.64632000E+02	5.14728300E+03
4.64532000E+02	5.17743300E+03
4.64432000E+02	5.21595800E+03
4.64332000E+02	5.09535800E+03
4.64232000E+02	5.28295800E+03
4.64132000E+02	5.09870800E+03
4.64032000E+02	5.20758300E+03
4.63932000E+02	5.17743300E+03
4.63832000E+02	5.10540800E+03
4.63732000E+02	5.03505800E+03
4.63632000E+02	4.89435800E+03
4.63532000E+02	4.91948300E+03
4.63432000E+02	4.69335700E+03
4.63332000E+02	4.59788200E+03
4.63232000E+02	4.51580700E+03
4.63132000E+02	4.43038200E+03
4.63032000E+02	4.40358200E+03
4.62932000E+02	4.30308200E+03
4.62832000E+02	3.99320600E+03
4.62732000E+02	3.93960600E+03
4.62632000E+02	3.86925600E+03
4.62532000E+02	3.86925600E+03
4.62432000E+02	3.72018100E+03
4.62332000E+02	3.76540600E+03
